LIST,SUBJ,Group,Trial_Order,List_Order,Target.ACC,Target.RESP,RT.1000,RT.ERR,RT,List_ID,Trigger,ITEM_ID,PRIME,TARGET,prod,rel,transparency,init_sound
2,13,1,357,157,1,6,505,505,505,17,117,117,freedom,four,Low,Unrelated,Transparent,Consonant
2,13,1,310,110,1,6,534,534,534,18,118,118,kingdom,boy,Low,Unrelated,Transparent,Consonant
2,13,1,390,190,1,6,689,689,689,19,119,119,sapling,eleven,Low,Unrelated,Transparent,Consonant
2,13,1,371,171,1,6,541,541,541,20,120,120,earthling,six,Low,Unrelated,Transparent,Consonant
2,13,1,320,120,1,6,617,617,617,21,121,121,growth,duck,Low,Unrelated,Transparent,Consonant
2,13,1,341,141,1,6,502,502,502,22,122,122,serfdom,star,Low,Unrelated,Transparent,Consonant
2,13,1,288,88,1,6,520,520,520,23,123,123,health,man,Low,Unrelated,Transparent,Consonant
1,13,1,42,42,1,6,796,796,796,24,124,124,seedling,bore,Low,Unrelated,Transparent,Consonant
1,13,1,130,130,1,6,578,578,578,25,125,125,warmth,ten,Low,Unrelated,Transparent,Consonant
1,13,1,193,193,1,6,599.557,1065,1065,26,126,126,fourth,free,Low,Unrelated,Transparent,Consonant
1,13,1,179,179,1,6,502,502,502,27,127,127,boyhood,king,Low,Unrelated,Transparent,Consonant
1,13,1,9,9,1,6,661,661,661,28,128,128,eleventh,sap,Low,Unrelated,Transparent,Consonant
1,13,1,103,103,1,6,747,747,747,29,129,129,sixth,earth,Low,Unrelated,Transparent,Consonant
1,13,1,51,51,1,6,623,623,623,30,130,130,duckling,grow,Low,Unrelated,Transparent,Consonant
1,13,1,112,112,1,6,958,958,958,31,131,131,stardom,serf,Low,Unrelated,Transparent,Consonant
1,13,1,191,191,1,6,504,504,504,32,132,132,manhood,heal,Low,Unrelated,Transparent,Consonant
2,13,1,337,137,1,6,885,885,885,33,133,133,classify,cash,Low,Unrelated,Transparent,Vowel
2,13,1,232,32,1,6,564,564,564,34,134,134,hotelier,solid,Low,Unrelated,Transparent,Vowel
2,13,1,277,77,1,6,598,598,598,35,135,135,marketeer,fort,Low,Unrelated,Transparent,Vowel
2,13,1,380,180,1,6,598,598,598,36,136,136,justify,profit,Low,Unrelated,Transparent,Vowel
2,13,1,274,74,1,6,613,613,613,37,137,137,courtier,direct,Low,Unrelated,Transparent,Vowel
2,13,1,292,92,1,6,585,585,585,38,138,138,nullify,arm,Low,Unrelated,Transparent,Vowel
2,13,1,359,159,1,6,706,706,706,39,139,139,racketeer,acid,Low,Unrelated,Transparent,Vowel
2,13,1,389,189,1,6,537,537,537,40,140,140,musketeer,front,Low,Unrelated,Transparent,Vowel
2,13,1,234,34,1,6,588,588,588,41,141,141,clothier,humid,Low,Unrelated,Transparent,Vowel
1,13,1,175,175,1,6,604,604,604,42,142,142,cashier,class,Low,Unrelated,Transparent,Vowel
1,13,1,110,110,1,6,661,661,661,43,143,143,solidify,hotel,Low,Unrelated,Transparent,Vowel
1,13,1,124,124,1,6,657,657,657,44,144,144,fortify,market,Low,Unrelated,Transparent,Vowel
1,13,1,107,107,1,6,637,637,637,45,145,145,profiteer,just,Low,Unrelated,Transparent,Vowel
1,13,1,122,122,1,6,648,648,648,46,146,146,directory,court,Low,Unrelated,Transparent,Vowel
1,13,1,100,100,1,6,651,651,651,47,147,147,armory,null,Low,Unrelated,Transparent,Vowel
1,13,1,44,44,1,6,757,757,757,48,148,148,acidify,racket,Low,Unrelated,Transparent,Vowel
1,13,1,161,161,1,6,937,937,937,49,149,149,frontier,musket,Low,Unrelated,Transparent,Vowel
1,13,1,37,37,1,6,572,572,572,50,150,150,humidify,cloth,Low,Unrelated,Transparent,Vowel
2,13,1,305,105,1,6,685,685,685,51,151,151,imply,wit,High,Unrelated,Opaque,Consonant
1,13,1,173,173,1,6,868,868,868,52,152,152,witness,imp,High,Unrelated,Opaque,Consonant
2,13,1,360,160,1,6,922,922,922,53,153,153,flower,list,High,Unrelated,Opaque,Vowel
2,13,1,392,192,1,6,490,490,490,54,154,154,traitor,past,High,Unrelated,Opaque,Vowel
2,13,1,321,121,1,6,665,665,665,55,155,155,limber,ban,High,Unrelated,Opaque,Vowel
2,13,1,291,91,1,6,599.557,1153,1153,56,156,156,hunger,heath,High,Unrelated,Opaque,Vowel
2,13,1,269,69,1,6,581,581,581,57,157,157,pollen,mist,High,Unrelated,Opaque,Vowel
2,13,1,354,154,0,5,599.557,,593,58,158,158,vanish,rapt,High,Unrelated,Opaque,Vowel
1,13,1,148,148,1,6,479,479,479,59,159,159,listen,flow,High,Unrelated,Opaque,Vowel
1,13,1,72,72,1,6,668,668,668,60,160,160,pastor,trait,High,Unrelated,Opaque,Vowel
1,13,1,190,190,1,6,576,576,576,61,161,161,banish,limb,High,Unrelated,Opaque,Vowel
1,13,1,31,31,1,6,682,682,682,62,162,162,heathen,hung,High,Unrelated,Opaque,Vowel
1,13,1,90,90,1,6,641,641,641,63,163,163,mister,poll,High,Unrelated,Opaque,Vowel
1,13,1,174,174,1,6,572,572,572,64,164,164,raptor,van,High,Unrelated,Opaque,Vowel
2,13,1,347,147,1,6,607,607,607,65,165,165,weakness,help,High,Unrelated,Transparent,Consonant
2,13,1,386,186,1,6,656,656,656,66,166,166,greatly,chief,High,Unrelated,Transparent,Consonant
2,13,1,263,63,1,6,603,603,603,67,167,167,illness,strong,High,Unrelated,Transparent,Consonant
2,13,1,266,66,1,6,532,532,532,68,168,168,calmness,deaf,High,Unrelated,Transparent,Consonant
2,13,1,289,89,1,6,537,537,537,69,169,169,deathlike,dead,High,Unrelated,Transparent,Consonant
2,13,1,255,55,1,6,649,649,649,70,170,170,waiflike,sick,High,Unrelated,Transparent,Consonant
2,13,1,379,179,1,6,495,495,495,71,171,171,highly,worth,High,Unrelated,Transparent,Consonant
2,13,1,205,5,1,6,445,445,445,72,172,172,stainless,thank,High,Unrelated,Transparent,Consonant
2,13,1,398,198,1,6,594,594,594,73,173,173,warlike,tooth,High,Unrelated,Transparent,Consonant
1,13,1,119,119,1,6,663,663,663,74,174,174,helpless,weak,High,Unrelated,Transparent,Consonant
1,13,1,167,167,1,6,523,523,523,75,175,175,chiefly,great,High,Unrelated,Transparent,Consonant
1,13,1,85,85,1,6,831,831,831,76,176,176,strongly,ill,High,Unrelated,Transparent,Consonant
1,13,1,88,88,1,6,568,568,568,77,177,177,deafness,calm,High,Unrelated,Transparent,Consonant
1,13,1,73,73,1,6,525,525,525,78,178,178,deadly,death,High,Unrelated,Transparent,Consonant
1,13,1,39,39,0,5,599.557,,565,79,179,179,sickness,waif,High,Unrelated,Transparent,Consonant
1,13,1,181,181,1,6,822,822,822,80,180,180,worthless,high,High,Unrelated,Transparent,Consonant
1,13,1,145,145,1,6,566,566,566,81,181,181,thankless,stain,High,Unrelated,Transparent,Consonant
1,13,1,19,19,1,6,560,560,560,82,182,182,toothless,war,High,Unrelated,Transparent,Consonant
2,13,1,227,27,1,6,658,658,658,83,183,183,drawer,tract,High,Unrelated,Transparent,Vowel
2,13,1,318,118,0,5,599.557,,1152,84,184,184,greenish,sculpt,High,Unrelated,Transparent,Vowel
2,13,1,328,128,1,6,1018,1018,1018,85,185,185,bookish,self,High,Unrelated,Transparent,Vowel
2,13,1,348,148,1,6,559,559,559,86,186,186,drunken,fresh,High,Unrelated,Transparent,Vowel
2,13,1,211,11,1,6,615,615,615,87,187,187,foolish,debt,High,Unrelated,Transparent,Vowel
2,13,1,203,3,1,6,532,532,532,88,188,188,freakish,pray,High,Unrelated,Transparent,Vowel
2,13,1,264,64,1,6,599.557,1963,1963,89,189,189,flaxen,profess,High,Unrelated,Transparent,Vowel
2,13,1,332,132,1,6,715,715,715,90,190,190,hunter,soft,High,Unrelated,Transparent,Vowel
2,13,1,377,177,1,6,510,510,510,91,191,191,sailor,fast,High,Unrelated,Transparent,Vowel
1,13,1,57,57,1,6,713,713,713,92,192,192,tractor,draw,High,Unrelated,Transparent,Vowel
1,13,1,86,86,1,6,599,599,599,93,193,193,sculptor,green,High,Unrelated,Transparent,Vowel
1,13,1,138,138,1,6,612,612,612,94,194,194,selfish,book,High,Unrelated,Transparent,Vowel
1,13,1,36,36,1,6,572,572,572,95,195,195,freshen,drunk,High,Unrelated,Transparent,Vowel
1,13,1,12,12,1,6,574,574,574,96,196,196,debtor,fool,High,Unrelated,Transparent,Vowel
1,13,1,182,182,1,6,591,591,591,97,197,197,prayer,freak,High,Unrelated,Transparent,Vowel
1,13,1,41,41,1,6,599.557,1620,1620,98,198,198,professor,flax,High,Unrelated,Transparent,Vowel
1,13,1,117,117,1,6,519,519,519,99,199,199,soften,hunt,High,Unrelated,Transparent,Vowel
1,13,1,77,77,1,6,565,565,565,100,200,200,fasten,sail,High,Unrelated,Transparent,Vowel
1,14,1,113,113,1,6,613,613,613,1,1,1,breadth,bread,Low,Related,Opaque,Consonant
1,14,1,5,5,1,6,748,748,748,2,2,2,hearth,hear,Low,Related,Opaque,Consonant
1,14,1,59,59,1,6,545,545,545,3,3,3,youth,you,Low,Related,Opaque,Consonant
2,14,1,400,200,1,6,644,644,644,4,4,4,kindling,kind,Low,Related,Opaque,Consonant
2,14,1,295,95,1,6,579,579,579,5,5,5,dumpling,dump,Low,Related,Opaque,Consonant
2,14,1,203,3,1,6,525,525,525,6,6,6,random,ran,Low,Related,Opaque,Consonant
2,14,1,351,151,1,6,664,664,664,7,7,7,dearth,dear,Low,Related,Opaque,Consonant
1,14,1,143,143,1,6,709,709,709,8,8,8,career,car,Low,Related,Opaque,Vowel
1,14,1,67,67,1,6,602,602,602,9,9,9,ratify,rat,Low,Related,Opaque,Vowel
1,14,1,36,36,1,6,635,635,635,10,10,10,factory,fact,Low,Related,Opaque,Vowel
1,14,1,177,177,1,6,621,621,621,11,11,11,pillory,pill,Low,Related,Opaque,Vowel
2,14,1,356,156,0,5,599.557,,768,12,12,12,hickory,hick,Low,Related,Opaque,Vowel
2,14,1,286,86,1,6,792,792,792,13,13,13,auditory,audit,Low,Related,Opaque,Vowel
2,14,1,314,114,1,6,711,711,711,14,14,14,testify,test,Low,Related,Opaque,Vowel
1,14,1,54,54,1,6,936,936,936,15,15,15,seedling,seed,Low,Related,Transparent,Consonant
1,14,1,145,145,1,6,565,565,565,16,16,16,warmth,warm,Low,Related,Transparent,Consonant
1,14,1,192,192,1,6,577,577,577,17,17,17,fourth,four,Low,Related,Transparent,Consonant
1,14,1,77,77,1,6,653,653,653,18,18,18,boyhood,boy,Low,Related,Transparent,Consonant
1,14,1,68,68,1,6,555,555,555,19,19,19,eleventh,eleven,Low,Related,Transparent,Consonant
1,14,1,139,139,1,6,476,476,476,20,20,20,sixth,six,Low,Related,Transparent,Consonant
1,14,1,102,102,1,6,619,619,619,21,21,21,duckling,duck,Low,Related,Transparent,Consonant
1,14,1,161,161,1,6,609,609,609,22,22,22,stardom,star,Low,Related,Transparent,Consonant
1,14,1,178,178,1,6,565,565,565,23,23,23,manhood,man,Low,Related,Transparent,Consonant
2,14,1,312,112,1,6,790,790,790,24,24,24,boredom,bore,Low,Related,Transparent,Consonant
2,14,1,385,185,1,6,504,504,504,25,25,25,tenth,ten,Low,Related,Transparent,Consonant
2,14,1,214,14,1,6,496,496,496,26,26,26,freedom,free,Low,Related,Transparent,Consonant
2,14,1,279,79,0,5,599.557,,687,27,27,27,kingdom,king,Low,Related,Transparent,Consonant
2,14,1,255,55,1,6,737,737,737,28,28,28,sapling,sap,Low,Related,Transparent,Consonant
2,14,1,252,52,1,6,480,480,480,29,29,29,earthling,earth,Low,Related,Transparent,Consonant
2,14,1,205,5,1,6,573,573,573,30,30,30,growth,grow,Low,Related,Transparent,Consonant
2,14,1,278,78,1,6,599.557,1142,1142,31,31,31,serfdom,serf,Low,Related,Transparent,Consonant
2,14,1,348,148,1,6,855,855,855,32,32,32,health,heal,Low,Related,Transparent,Consonant
1,14,1,99,99,1,6,635,635,635,33,33,33,cashier,cash,Low,Related,Transparent,Vowel
1,14,1,34,34,1,6,658,658,658,34,34,34,solidify,solid,Low,Related,Transparent,Vowel
1,14,1,137,137,1,6,555,555,555,35,35,35,fortify,fort,Low,Related,Transparent,Vowel
1,14,1,70,70,1,6,891,891,891,36,36,36,profiteer,profit,Low,Related,Transparent,Vowel
1,14,1,195,195,1,6,881,881,881,37,37,37,directory,direct,Low,Related,Transparent,Vowel
1,14,1,57,57,1,6,624,624,624,38,38,38,armory,arm,Low,Related,Transparent,Vowel
1,14,1,119,119,1,6,599,599,599,39,39,39,acidify,acid,Low,Related,Transparent,Vowel
1,14,1,118,118,1,6,583,583,583,40,40,40,frontier,front,Low,Related,Transparent,Vowel
1,14,1,199,199,1,6,642,642,642,41,41,41,humidify,humid,Low,Related,Transparent,Vowel
2,14,1,212,12,1,6,567,567,567,42,42,42,classify,class,Low,Related,Transparent,Vowel
2,14,1,335,135,1,6,660,660,660,43,43,43,hotelier,hotel,Low,Related,Transparent,Vowel
2,14,1,316,116,1,6,751,751,751,44,44,44,marketeer,market,Low,Related,Transparent,Vowel
2,14,1,251,51,1,6,520,520,520,45,45,45,justify,just,Low,Related,Transparent,Vowel
2,14,1,366,166,1,6,700,700,700,46,46,46,courtier,court,Low,Related,Transparent,Vowel
2,14,1,369,169,1,6,564,564,564,47,47,47,nullify,null,Low,Related,Transparent,Vowel
2,14,1,336,136,1,6,884,884,884,48,48,48,racketeer,racket,Low,Related,Transparent,Vowel
2,14,1,269,69,1,6,636,636,636,49,49,49,musketeer,musket,Low,Related,Transparent,Vowel
2,14,1,329,129,1,6,627,627,627,50,50,50,clothier,cloth,Low,Related,Transparent,Vowel
1,14,1,26,26,1,6,681,681,681,51,51,51,witness,wit,High,Related,Opaque,Consonant
2,14,1,319,119,0,5,599.557,,1152,52,52,52,imply,imp,High,Related,Opaque,Consonant
1,14,1,42,42,0,5,599.557,,1045,53,53,53,listen,list,High,Related,Opaque,Vowel
1,14,1,101,101,1,6,778,778,778,54,54,54,pastor,past,High,Related,Opaque,Vowel
1,14,1,150,150,1,6,782,782,782,55,55,55,banish,ban,High,Related,Opaque,Vowel
1,14,1,73,73,1,6,692,692,692,56,56,56,heathen,heath,High,Related,Opaque,Vowel
1,14,1,51,51,1,6,535,535,535,57,57,57,mister,mist,High,Related,Opaque,Vowel
1,14,1,3,3,1,6,875,875,875,58,58,58,raptor,rapt,High,Related,Opaque,Vowel
2,14,1,201,1,1,6,956,956,956,59,59,59,flower,flow,High,Related,Opaque,Vowel
2,14,1,227,27,1,6,539,539,539,60,60,60,traitor,trait,High,Related,Opaque,Vowel
2,14,1,368,168,1,6,587,587,587,61,61,61,limber,limb,High,Related,Opaque,Vowel
2,14,1,204,4,1,6,509,509,509,62,62,62,hunger,hung,High,Related,Opaque,Vowel
2,14,1,337,137,1,6,708,708,708,63,63,63,pollen,poll,High,Related,Opaque,Vowel
2,14,1,211,11,1,6,791,791,791,64,64,64,vanish,van,High,Related,Opaque,Vowel
1,14,1,74,74,1,6,588,588,588,65,65,65,helpless,help,High,Related,Transparent,Consonant
1,14,1,151,151,1,6,806,806,806,66,66,66,chiefly,chief,High,Related,Transparent,Consonant
1,14,1,39,39,1,6,636,636,636,67,67,67,strongly,strong,High,Related,Transparent,Consonant
1,14,1,7,7,1,6,599.557,1085,1085,68,68,68,deafness,deaf,High,Related,Transparent,Consonant
1,14,1,127,127,1,6,497,497,497,69,69,69,deadly,dead,High,Related,Transparent,Consonant
1,14,1,167,167,1,6,619,619,619,70,70,70,sickness,sick,High,Related,Transparent,Consonant
1,14,1,116,116,1,6,534,534,534,71,71,71,worthless,worth,High,Related,Transparent,Consonant
1,14,1,6,6,1,6,668,668,668,72,72,72,thankless,thank,High,Related,Transparent,Consonant
1,14,1,63,63,1,6,538,538,538,73,73,73,toothless,tooth,High,Related,Transparent,Consonant
2,14,1,215,15,1,6,464,464,464,74,74,74,weakness,weak,High,Related,Transparent,Consonant
2,14,1,265,65,1,6,563,563,563,75,75,75,greatly,great,High,Related,Transparent,Consonant
2,14,1,292,92,1,6,610,610,610,76,76,76,illness,ill,High,Related,Transparent,Consonant
2,14,1,350,150,1,6,687,687,687,77,77,77,calmness,calm,High,Related,Transparent,Consonant
2,14,1,363,163,1,6,547,547,547,78,78,78,deathlike,death,High,Related,Transparent,Consonant
2,14,1,268,68,1,6,916,916,916,79,79,79,waiflike,waif,High,Related,Transparent,Consonant
2,14,1,283,83,1,6,608,608,608,80,80,80,highly,high,High,Related,Transparent,Consonant
2,14,1,399,199,1,6,611,611,611,81,81,81,stainless,stain,High,Related,Transparent,Consonant
2,14,1,344,144,1,6,566,566,566,82,82,82,warlike,war,High,Related,Transparent,Consonant
1,14,1,126,126,1,6,760,760,760,83,83,83,tractor,tract,High,Related,Transparent,Vowel
1,14,1,111,111,1,6,709,709,709,84,84,84,sculptor,sculpt,High,Related,Transparent,Vowel
1,14,1,45,45,1,6,565,565,565,85,85,85,selfish,self,High,Related,Transparent,Vowel
1,14,1,144,144,1,6,509,509,509,86,86,86,freshen,fresh,High,Related,Transparent,Vowel
1,14,1,183,183,1,6,606,606,606,87,87,87,debtor,debt,High,Related,Transparent,Vowel
1,14,1,55,55,1,6,567,567,567,88,88,88,prayer,pray,High,Related,Transparent,Vowel
1,14,1,61,61,1,6,817,817,817,89,89,89,professor,profess,High,Related,Transparent,Vowel
1,14,1,107,107,1,6,612,612,612,90,90,90,soften,soft,High,Related,Transparent,Vowel
1,14,1,10,10,1,6,637,637,637,91,91,91,fasten,fast,High,Related,Transparent,Vowel
2,14,1,374,174,1,6,653,653,653,92,92,92,drawer,draw,High,Related,Transparent,Vowel
2,14,1,293,93,1,6,690,690,690,93,93,93,greenish,green,High,Related,Transparent,Vowel
2,14,1,364,164,1,6,611,611,611,94,94,94,bookish,book,High,Related,Transparent,Vowel
2,14,1,306,106,1,6,717,717,717,95,95,95,drunken,drunk,High,Related,Transparent,Vowel
2,14,1,249,49,1,6,472,472,472,96,96,96,foolish,fool,High,Related,Transparent,Vowel
2,14,1,294,94,1,6,594,594,594,97,97,97,freakish,freak,High,Related,Transparent,Vowel
2,14,1,266,66,1,6,587,587,587,98,98,98,flaxen,flax,High,Related,Transparent,Vowel
2,14,1,241,41,1,6,645,645,645,99,99,99,hunter,hunt,High,Related,Transparent,Vowel
2,14,1,387,187,1,6,504,504,504,100,100,100,sailor,sail,High,Related,Transparent,Vowel
2,14,1,273,73,1,6,590,590,590,1,101,101,kindling,bread,Low,Unrelated,Opaque,Consonant
2,14,1,280,80,1,6,735,735,735,2,102,102,dumpling,hear,Low,Unrelated,Opaque,Consonant
2,14,1,250,50,1,6,920,920,920,3,103,103,random,you,Low,Unrelated,Opaque,Consonant
1,14,1,120,120,1,6,519,519,519,4,104,104,breadth,kind,Low,Unrelated,Opaque,Consonant
1,14,1,28,28,1,6,793,793,793,5,105,105,hearth,dump,Low,Unrelated,Opaque,Consonant
1,14,1,8,8,1,6,716,716,716,6,106,106,youth,ran,Low,Unrelated,Opaque,Consonant
1,14,1,85,85,1,6,535,535,535,7,107,107,pillory,dear,Low,Unrelated,Opaque,Consonant
2,14,1,277,77,1,6,622,622,622,8,108,108,hickory,car,Low,Unrelated,Opaque,Vowel
2,14,1,219,19,1,6,592,592,592,9,109,109,auditory,rat,Low,Unrelated,Opaque,Vowel
2,14,1,202,2,1,6,525,525,525,10,110,110,testify,fact,Low,Unrelated,Opaque,Vowel
2,14,1,315,115,1,6,631,631,631,11,111,111,dearth,pill,Low,Unrelated,Opaque,Vowel
1,14,1,164,164,0,5,599.557,,826,12,112,112,career,hick,Low,Unrelated,Opaque,Vowel
1,14,1,153,153,1,6,663,663,663,13,113,113,ratify,audit,Low,Unrelated,Opaque,Vowel
1,14,1,114,114,1,6,661,661,661,14,114,114,factory,test,Low,Unrelated,Opaque,Vowel
2,14,1,262,62,1,6,723,723,723,15,115,115,boredom,seed,Low,Unrelated,Transparent,Consonant
2,14,1,326,126,1,6,570,570,570,16,116,116,tenth,warm,Low,Unrelated,Transparent,Consonant
2,14,1,299,99,1,6,667,667,667,17,117,117,freedom,four,Low,Unrelated,Transparent,Consonant
2,14,1,247,47,1,6,591,591,591,18,118,118,kingdom,boy,Low,Unrelated,Transparent,Consonant
2,14,1,395,195,1,6,610,610,610,19,119,119,sapling,eleven,Low,Unrelated,Transparent,Consonant
2,14,1,260,60,1,6,666,666,666,20,120,120,earthling,six,Low,Unrelated,Transparent,Consonant
2,14,1,221,21,1,6,649,649,649,21,121,121,growth,duck,Low,Unrelated,Transparent,Consonant
2,14,1,357,157,1,6,601,601,601,22,122,122,serfdom,star,Low,Unrelated,Transparent,Consonant
2,14,1,354,154,1,6,585,585,585,23,123,123,health,man,Low,Unrelated,Transparent,Consonant
1,14,1,81,81,1,6,1006,1006,1006,24,124,124,seedling,bore,Low,Unrelated,Transparent,Consonant
1,14,1,78,78,1,6,525,525,525,25,125,125,warmth,ten,Low,Unrelated,Transparent,Consonant
1,14,1,138,138,1,6,555,555,555,26,126,126,fourth,free,Low,Unrelated,Transparent,Consonant
1,14,1,133,133,1,6,531,531,531,27,127,127,boyhood,king,Low,Unrelated,Transparent,Consonant
1,14,1,41,41,1,6,861,861,861,28,128,128,eleventh,sap,Low,Unrelated,Transparent,Consonant
1,14,1,60,60,1,6,641,641,641,29,129,129,sixth,earth,Low,Unrelated,Transparent,Consonant
1,14,1,69,69,1,6,563,563,563,30,130,130,duckling,grow,Low,Unrelated,Transparent,Consonant
1,14,1,80,80,0,5,599.557,,1037,31,131,131,stardom,serf,Low,Unrelated,Transparent,Consonant
1,14,1,168,168,1,6,619,619,619,32,132,132,manhood,heal,Low,Unrelated,Transparent,Consonant
2,14,1,285,85,1,6,712,712,712,33,133,133,classify,cash,Low,Unrelated,Transparent,Vowel
2,14,1,238,38,1,6,597,597,597,34,134,134,hotelier,solid,Low,Unrelated,Transparent,Vowel
2,14,1,243,43,1,6,750,750,750,35,135,135,marketeer,fort,Low,Unrelated,Transparent,Vowel
2,14,1,382,182,1,6,615,615,615,36,136,136,justify,profit,Low,Unrelated,Transparent,Vowel
2,14,1,379,179,1,6,607,607,607,37,137,137,courtier,direct,Low,Unrelated,Transparent,Vowel
2,14,1,232,32,1,6,571,571,571,38,138,138,nullify,arm,Low,Unrelated,Transparent,Vowel
2,14,1,298,98,1,6,659,659,659,39,139,139,racketeer,acid,Low,Unrelated,Transparent,Vowel
2,14,1,313,113,1,6,607,607,607,40,140,140,musketeer,front,Low,Unrelated,Transparent,Vowel
2,14,1,288,88,1,6,640,640,640,41,141,141,clothier,humid,Low,Unrelated,Transparent,Vowel
1,14,1,9,9,1,6,692,692,692,42,142,142,cashier,class,Low,Unrelated,Transparent,Vowel
1,14,1,14,14,1,6,566,566,566,43,143,143,solidify,hotel,Low,Unrelated,Transparent,Vowel
1,14,1,122,122,1,6,616,616,616,44,144,144,fortify,market,Low,Unrelated,Transparent,Vowel
1,14,1,86,86,1,6,535,535,535,45,145,145,profiteer,just,Low,Unrelated,Transparent,Vowel
1,14,1,35,35,1,6,707,707,707,46,146,146,directory,court,Low,Unrelated,Transparent,Vowel
1,14,1,33,33,1,6,834,834,834,47,147,147,armory,null,Low,Unrelated,Transparent,Vowel
1,14,1,21,21,1,6,727,727,727,48,148,148,acidify,racket,Low,Unrelated,Transparent,Vowel
1,14,1,18,18,0,5,599.557,,855,49,149,149,frontier,musket,Low,Unrelated,Transparent,Vowel
1,14,1,48,48,1,6,686,686,686,50,150,150,humidify,cloth,Low,Unrelated,Transparent,Vowel
2,14,1,397,197,1,6,731,731,731,51,151,151,imply,wit,High,Unrelated,Opaque,Consonant
1,14,1,181,181,1,6,599.557,1062,1062,52,152,152,witness,imp,High,Unrelated,Opaque,Consonant
2,14,1,398,198,0,5,599.557,,643,53,153,153,flower,list,High,Unrelated,Opaque,Vowel
2,14,1,327,127,1,6,602,602,602,54,154,154,traitor,past,High,Unrelated,Opaque,Vowel
2,14,1,322,122,1,6,848,848,848,55,155,155,limber,ban,High,Unrelated,Opaque,Vowel
2,14,1,317,117,0,5,599.557,,1736,56,156,156,hunger,heath,High,Unrelated,Opaque,Vowel
2,14,1,303,103,1,6,612,612,612,57,157,157,pollen,mist,High,Unrelated,Opaque,Vowel
2,14,1,297,97,1,6,955,955,955,58,158,158,vanish,rapt,High,Unrelated,Opaque,Vowel
1,14,1,155,155,1,6,536,536,536,59,159,159,listen,flow,High,Unrelated,Opaque,Vowel
1,14,1,154,154,1,6,591,591,591,60,160,160,pastor,trait,High,Unrelated,Opaque,Vowel
1,14,1,149,149,1,6,622,622,622,61,161,161,banish,limb,High,Unrelated,Opaque,Vowel
1,14,1,176,176,1,6,869,869,869,62,162,162,heathen,hung,High,Unrelated,Opaque,Vowel
1,14,1,115,115,1,6,622,622,622,63,163,163,mister,poll,High,Unrelated,Opaque,Vowel
1,14,1,141,141,1,6,564,564,564,64,164,164,raptor,van,High,Unrelated,Opaque,Vowel
2,14,1,287,87,1,6,592,592,592,65,165,165,weakness,help,High,Unrelated,Transparent,Consonant
2,14,1,383,183,1,6,623,623,623,66,166,166,greatly,chief,High,Unrelated,Transparent,Consonant
2,14,1,281,81,1,6,583,583,583,67,167,167,illness,strong,High,Unrelated,Transparent,Consonant
2,14,1,231,31,1,6,539,539,539,68,168,168,calmness,deaf,High,Unrelated,Transparent,Consonant
2,14,1,264,64,1,6,555,555,555,69,169,169,deathlike,dead,High,Unrelated,Transparent,Consonant
2,14,1,242,42,1,6,614,614,614,70,170,170,waiflike,sick,High,Unrelated,Transparent,Consonant
2,14,1,360,160,1,6,650,650,650,71,171,171,highly,worth,High,Unrelated,Transparent,Consonant
2,14,1,371,171,1,6,732,732,732,72,172,172,stainless,thank,High,Unrelated,Transparent,Consonant
2,14,1,362,162,1,6,562,562,562,73,173,173,warlike,tooth,High,Unrelated,Transparent,Consonant
1,14,1,147,147,1,6,470,470,470,74,174,174,helpless,weak,High,Unrelated,Transparent,Consonant
1,14,1,163,163,1,6,617,617,617,75,175,175,chiefly,great,High,Unrelated,Transparent,Consonant
1,14,1,17,17,1,6,807,807,807,76,176,176,strongly,ill,High,Unrelated,Transparent,Consonant
1,14,1,50,50,1,6,519,519,519,77,177,177,deafness,calm,High,Unrelated,Transparent,Consonant
1,14,1,38,38,1,6,604,604,604,78,178,178,deadly,death,High,Unrelated,Transparent,Consonant
1,14,1,140,140,0,5,599.557,,916,79,179,179,sickness,waif,High,Unrelated,Transparent,Consonant
1,14,1,82,82,1,6,566,566,566,80,180,180,worthless,high,High,Unrelated,Transparent,Consonant
1,14,1,200,200,1,6,570,570,570,81,181,181,thankless,stain,High,Unrelated,Transparent,Consonant
1,14,1,58,58,1,6,528,528,528,82,182,182,toothless,war,High,Unrelated,Transparent,Consonant
2,14,1,325,125,1,6,769,769,769,83,183,183,drawer,tract,High,Unrelated,Transparent,Vowel
2,14,1,253,53,1,6,656,656,656,84,184,184,greenish,sculpt,High,Unrelated,Transparent,Vowel
2,14,1,239,39,1,6,557,557,557,85,185,185,bookish,self,High,Unrelated,Transparent,Vowel
2,14,1,352,152,1,6,624,624,624,86,186,186,drunken,fresh,High,Unrelated,Transparent,Vowel
2,14,1,338,138,1,6,597,597,597,87,187,187,foolish,debt,High,Unrelated,Transparent,Vowel
2,14,1,254,54,1,6,704,704,704,88,188,188,freakish,pray,High,Unrelated,Transparent,Vowel
2,14,1,367,167,1,6,620,620,620,89,189,189,flaxen,profess,High,Unrelated,Transparent,Vowel
2,14,1,390,190,1,6,577,577,577,90,190,190,hunter,soft,High,Unrelated,Transparent,Vowel
2,14,1,258,58,1,6,610,610,610,91,191,191,sailor,fast,High,Unrelated,Transparent,Vowel
1,14,1,103,103,1,6,555,555,555,92,192,192,tractor,draw,High,Unrelated,Transparent,Vowel
