Subject,Trigger,Prime,List,Target,StemID,Correct_Response,Target.RESP,Target.ACC,Target.RT,Target.RT.trm.err
10,246,worsen,List2,wors,159,5,5,1,609,609
10,246,fifteen,List2,fifte,154,5,5,1,627,627
10,246,spindly,List2,spind,172,5,5,1,796,796
10,246,stolen,List2,stol,158,5,5,1,756,756
10,246,blemish,List2,blem,161,5,5,1,639,639
10,246,colly,List2,col,166,5,5,1,550,550
10,246,emperor,List2,emper,189,5,5,1,575,575
10,246,rally,List2,ral,171,5,5,1,505,505
10,246,paritor,List2,parit,192,5,5,1,569,569
10,246,gotten,List2,gott,155,5,5,1,579,579
10,246,terribly,List2,terrib,197,5,5,1,588,588
10,246,happen,List2,happ,156,5,5,1,668,668
10,246,treacly,List2,treac,174,5,5,1,494,494
10,246,literator,List2,literat,191,5,5,1,679,679
10,246,vector,List2,vect,196,5,5,1,807,807
10,246,equably,List2,equab,168,5,5,1,584,584
10,246,suitably,List2,suitab,173,5,5,1,602,602
10,246,haziness,List2,hazi,180,5,5,1,578,578
10,246,skirmish,List2,skirm,163,5,5,1,931,931
10,246,angrily,List2,angri,164,5,5,1,612,612
10,246,advisor,List2,advis,182,5,5,1,525,525
10,246,broken,List2,brok,153,5,5,1,621,621
10,246,censor,List2,cens,186,5,5,1,558,558
10,246,glibly,List2,glib,169,5,5,1,543,543
10,246,alluminor,List2,allumin,183,5,5,1,655,655
10,246,writhen,List2,writh,160,5,5,1,872,872
10,246,variably,List2,variab,176,5,5,1,536,536
10,246,barmen,List2,barm,151,5,5,1,432,432
10,246,deaconess,List2,deaco,178,5,5,1,578,578
10,246,trembly,List2,tremb,175,5,5,1,739,739
10,246,guarantor,List2,guarant,190,5,5,1,572,572
10,246,tremor,List2,trem,195,5,5,1,492,492
10,246,cursor,List2,curs,187,5,5,1,493,493
10,246,wiggly,List2,wigg,200,5,5,1,599,599
11,1,breadth,List2,bread,1,6,6,1,448,448
11,2,hearth,List2,hear,2,6,6,1,610,610
11,3,youth,List2,you,3,6,6,1,438,438
11,4,kindling,List1,kind,4,6,6,1,730,730
11,5,dumpling,List1,dump,5,6,6,1,466,466
11,6,random,List1,ran,6,6,6,1,531,531
11,7,dearth,List1,dear,7,6,6,1,644,644
11,8,career,List2,car,8,6,6,1,540,540
11,9,ratify,List2,rat,9,6,6,1,464,464
11,10,factory,List2,fact,10,6,6,1,512,512
11,11,pillory,List2,pill,11,6,6,1,696,696
11,12,hickory,List1,hick,12,6,6,1,674,674
11,13,auditory,List1,audit,13,6,6,1,820,820
11,14,testify,List1,test,14,6,6,1,542,542
11,15,seedling,List2,seed,15,6,6,1,411,411
11,16,warmth,List2,warm,16,6,6,1,473,473
11,17,fourth,List2,four,17,6,6,1,523,523
11,18,boyhood,List2,boy,18,6,6,1,516,516
11,19,eleventh,List2,eleven,19,6,6,1,460,460
11,20,sixth,List2,six,20,6,6,1,586,586
11,21,duckling,List2,duck,21,6,6,1,460,460
11,22,stardom,List2,star,22,6,6,1,544,544
11,23,manhood,List2,man,23,6,6,1,498,498
11,24,boredom,List1,bore,24,6,6,1,538,538
11,25,tenth,List1,ten,25,6,6,1,684,684
11,26,freedom,List1,free,26,6,6,1,488,488
11,27,kingdom,List1,king,27,6,6,1,486,486
11,28,sapling,List1,sap,28,6,6,1,518,518
11,29,earthling,List1,earth,29,6,6,1,396,396
11,30,growth,List1,grow,30,6,6,1,488,488
11,31,serfdom,List1,serf,31,6,6,1,650,650
11,32,health,List1,heal,32,6,6,1,654,654
11,33,cashier,List2,cash,33,6,6,1,478,478
11,34,solidify,List2,solid,34,6,6,1,576,576
11,35,fortify,List2,fort,35,6,6,1,535,535
11,36,profiteer,List2,profit,36,6,6,1,517,517
11,37,directory,List2,direct,37,6,6,1,917,917
11,38,armory,List2,arm,38,6,6,1,502,502
11,39,acidify,List2,acid,39,6,6,1,560,560
11,40,frontier,List2,front,40,6,6,1,451,451
11,41,humidify,List2,humid,41,6,6,1,472,472
11,42,classify,List1,class,42,6,6,1,485,485
11,43,hotelier,List1,hotel,43,6,6,1,577,577
11,44,marketeer,List1,market,44,6,6,1,512,512
11,45,justify,List1,just,45,6,6,1,439,439
11,46,courtier,List1,court,46,6,6,1,539,539
11,47,nullify,List1,null,47,6,6,1,590,590
11,48,racketeer,List1,racket,48,6,6,1,546,546
11,49,musketeer,List1,musket,49,6,6,1,512,512
11,50,clothier,List1,cloth,50,6,6,1,450,450
11,51,witness,List2,wit,51,6,6,1,531,531
11,52,imply,List1,imp,52,6,6,1,902,902
11,53,listen,List2,list,53,6,6,1,455,455
11,54,pastor,List2,past,54,6,6,1,437,437
11,55,banish,List2,ban,55,6,6,1,583,583
11,56,heathen,List2,heath,56,6,6,1,954,954
11,57,mister,List2,mist,57,6,6,1,548,548
11,58,raptor,List2,rapt,58,6,6,1,950,950
11,59,flower,List1,flow,59,6,6,1,539,539
11,60,traitor,List1,trait,60,6,5,0,991,NA
11,61,limber,List1,limb,61,6,6,1,569,569
11,62,hunger,List1,hung,62,6,6,1,944,944
11,63,pollen,List1,poll,63,6,6,1,580,580
11,64,vanish,List1,van,64,6,6,1,423,423
11,65,helpless,List2,help,65,6,6,1,531,531
11,66,chiefly,List2,chief,66,6,6,1,622,622
11,67,strongly,List2,strong,67,6,6,1,574,574
11,68,deafness,List2,deaf,68,6,6,1,529,529
11,69,deadly,List2,dead,69,6,6,1,506,506
11,70,sickness,List2,sick,70,6,6,1,567,567
11,71,worthless,List2,worth,71,6,6,1,716,716
11,72,thankless,List2,thank,72,6,6,1,475,475
11,73,toothless,List2,tooth,73,6,6,1,570,570
11,74,weakness,List1,weak,74,6,6,1,492,492
11,75,greatly,List1,great,75,6,6,1,616,616
11,76,illness,List1,ill,76,6,6,1,714,714
11,77,calmness,List1,calm,77,6,6,1,509,509
11,78,deathlike,List1,death,78,6,6,1,543,543
11,79,waiflike,List1,waif,79,6,5,0,641,NA
11,80,highly,List1,high,80,6,6,1,445,445
11,81,stainless,List1,stain,81,6,6,1,626,626
11,82,warlike,List1,war,82,6,6,1,437,437
11,83,tractor,List2,tract,83,6,6,1,581,581
11,84,sculptor,List2,sculpt,84,6,6,1,669,669
11,85,selfish,List2,self,85,6,6,1,444,444
11,86,freshen,List2,fresh,86,6,6,1,611,611
11,87,debtor,List2,debt,87,6,6,1,467,467
11,88,prayer,List2,pray,88,6,6,1,537,537
11,89,professor,List2,profess,89,6,6,1,701,701
11,90,soften,List2,soft,90,6,6,1,567,567
11,91,fasten,List2,fast,91,6,6,1,643,643
11,92,drawer,List1,draw,92,6,6,1,635,635
11,93,greenish,List1,green,93,6,6,1,649,649
11,94,bookish,List1,book,94,6,6,1,585,585
11,95,drunken,List1,drunk,95,6,6,1,508,508
11,96,foolish,List1,fool,96,6,6,1,520,520
11,97,freakish,List1,freak,97,6,6,1,507,507
11,98,flaxen,List1,flax,98,6,6,1,524,524
11,99,hunter,List1,hunt,99,6,6,1,522,522
11,100,sailor,List1,sail,100,6,6,1,556,556
11,101,kindling,List1,bread,1,6,6,1,527,527
11,102,dumpling,List1,hear,2,6,6,1,496,496
11,103,random,List1,you,3,6,6,1,433,433
11,104,breadth,List2,kind,4,6,6,1,471,471
11,105,hearth,List2,dump,5,6,6,1,737,737
11,106,youth,List2,ran,6,6,6,1,449,449
11,107,pillory,List2,dear,7,6,6,1,430,430
11,108,hickory,List1,car,8,6,6,1,498,498
11,109,auditory,List1,rat,9,6,6,1,550,550
11,110,testify,List1,fact,10,6,6,1,1681,NA
11,111,dearth,List1,pill,11,6,6,1,487,487
11,112,career,List2,hick,12,6,6,1,800,800
11,113,ratify,List2,audit,13,6,6,1,719,719
11,114,factory,List2,test,14,6,6,1,476,476
11,115,boredom,List1,seed,15,6,6,1,581,581
11,116,tenth,List1,warm,16,6,6,1,335,335
11,117,freedom,List1,four,17,6,6,1,491,491
11,118,kingdom,List1,boy,18,6,6,1,567,567
11,119,sapling,List1,eleven,19,6,6,1,566,566
11,120,earthling,List1,six,20,6,6,1,497,497
11,121,growth,List1,duck,21,6,6,1,495,495
11,122,serfdom,List1,star,22,6,6,1,542,542
11,123,health,List1,man,23,6,6,1,447,447
11,124,seedling,List2,bore,24,6,6,1,437,437
11,125,warmth,List2,ten,25,6,6,1,542,542
11,126,fourth,List2,free,26,6,6,1,499,499
11,127,boyhood,List2,king,27,6,6,1,467,467
11,128,eleventh,List2,sap,28,6,6,1,558,558
11,129,sixth,List2,earth,29,6,6,1,664,664
11,130,duckling,List2,grow,30,6,6,1,581,581
11,131,stardom,List2,serf,31,6,6,1,691,691
11,132,manhood,List2,heal,32,6,6,1,562,562
11,133,classify,List1,cash,33,6,6,1,545,545
11,134,hotelier,List1,solid,34,6,6,1,732,732
11,135,marketeer,List1,fort,35,6,6,1,488,488
11,136,justify,List1,profit,36,6,6,1,523,523
11,137,courtier,List1,direct,37,6,6,1,533,533
11,138,nullify,List1,arm,38,6,6,1,656,656
11,139,racketeer,List1,acid,39,6,6,1,763,763
11,140,musketeer,List1,front,40,6,6,1,553,553
11,141,clothier,List1,humid,41,6,6,1,683,683
11,142,cashier,List2,class,42,6,6,1,650,650
11,143,solidify,List2,hotel,43,6,6,1,492,492
11,144,fortify,List2,market,44,6,6,1,438,438
11,145,profiteer,List2,just,45,6,6,1,498,498
11,146,directory,List2,court,46,6,6,1,568,568
11,147,armory,List2,null,47,6,6,1,522,522
11,148,acidify,List2,racket,48,6,6,1,573,573
11,149,frontier,List2,musket,49,6,6,1,573,573
11,150,humidify,List2,cloth,50,6,6,1,468,468
11,151,imply,List1,wit,51,6,6,1,668,668
11,152,witness,List2,imp,52,6,6,1,699,699
11,153,flower,List1,list,53,6,6,1,510,510
11,154,traitor,List1,past,54,6,6,1,303,303
11,155,limber,List1,ban,55,6,6,1,659,659
11,156,hunger,List1,heath,56,6,6,1,555,555
11,157,pollen,List1,mist,57,6,6,1,423,423
11,158,vanish,List1,rapt,58,6,6,1,551,551
11,159,listen,List2,flow,59,6,6,1,525,525
11,160,pastor,List2,trait,60,6,6,1,673,673
11,161,banish,List2,limb,61,6,6,1,696,696
11,162,heathen,List2,hung,62,6,6,1,598,598
11,163,mister,List2,poll,63,6,6,1,507,507
11,164,raptor,List2,van,64,6,6,1,579,579
11,165,weakness,List1,help,65,6,6,1,430,430
11,166,greatly,List1,chief,66,6,6,1,651,651
11,167,illness,List1,strong,67,6,6,1,477,477
11,168,calmness,List1,deaf,68,6,6,1,515,515
11,169,deathlike,List1,dead,69,6,6,1,532,532
11,170,waiflike,List1,sick,70,6,6,1,591,591
11,171,highly,List1,worth,71,6,6,1,515,515
11,172,stainless,List1,thank,72,6,6,1,579,579
11,173,warlike,List1,tooth,73,6,6,1,448,448
11,174,helpless,List2,weak,74,6,6,1,494,494
11,175,chiefly,List2,great,75,6,5,0,509,NA
11,176,strongly,List2,ill,76,6,6,1,510,510
11,177,deafness,List2,calm,77,6,6,1,620,620
11,178,deadly,List2,death,78,6,6,1,472,472
11,179,sickness,List2,waif,79,6,6,1,592,592
11,180,worthless,List2,high,80,6,6,1,497,497
11,181,thankless,List2,stain,81,6,6,1,598,598
11,182,toothless,List2,war,82,6,6,1,507,507
11,183,drawer,List1,tract,83,6,6,1,740,740
11,184,greenish,List1,sculpt,84,6,6,1,540,540
11,185,bookish,List1,self,85,6,6,1,546,546
11,186,drunken,List1,fresh,86,6,6,1,454,454
11,187,foolish,List1,debt,87,6,6,1,522,522
11,188,freakish,List1,pray,88,6,6,1,556,556
11,189,flaxen,List1,profess,89,6,6,1,766,766
11,190,hunter,List1,soft,90,6,6,1,445,445
11,191,sailor,List1,fast,91,6,6,1,448,448
11,192,tractor,List2,draw,92,6,6,1,496,496
11,193,sculptor,List2,green,93,6,6,1,469,469
11,194,selfish,List2,book,94,6,6,1,532,532
11,195,freshen,List2,drunk,95,6,6,1,495,495
11,196,debtor,List2,fool,96,6,6,1,485,485
11,197,prayer,List2,freak,97,6,6,1,514,514
11,198,professor,List2,flax,98,6,6,1,496,496
11,199,soften,List2,hunt,99,6,6,1,556,556
11,200,fasten,List2,sail,100,6,6,1,466,466
11,245,terrify,List1,terr,142,5,5,1,607,607
11,245,emulsify,List2,emuls,124,5,5,1,658,658
11,245,celestify,List1,celest,114,5,6,0,596,NA
11,245,modify,List1,mod,139,5,6,0,437,NA
11,245,excretory,List1,excret,124,5,6,0,266,NA
11,245,olfactory,List1,olfact,110,5,6,0,251,NA
11,245,rectory,List1,rect,128,5,6,0,498,NA
11,245,curatory,List1,curat,108,5,6,0,908,NA
11,245,stratify,List1,strat,141,5,6,0,316,NA
11,245,chevalier,List1,cheval,103,5,6,0,1040,NA
11,245,sibling,List1,sib,146,5,,0,,NA
11,245,horrify,List1,horr,138,5,5,1,823,823
11,245,monitory,List1,monit,126,5,5,1,576,576
11,245,diabolify,List1,diabol,137,5,5,1,568,568
11,245,gustatory,List1,gustat,125,5,5,1,809,809
11,245,darling,List1,dar,145,5,5,1,728,728
11,245,wisdom,List1,wis,147,5,5,1,632,632
11,245,mutineer,List1,mutin,113,5,5,1,686,686
11,245,crematory,List1,cremat,149,5,5,1,835,835
11,245,carnify,List1,carn,150,5,6,0,481,NA
11,245,calcify,List1,calc,134,5,6,0,861,NA
11,245,veneer,List1,ven,120,5,6,0,509,NA
11,245,signatory,List1,signat,132,5,6,0,751,NA
11,245,adulatory,List1,adulat,105,5,5,1,788,788
11,245,calorify,List1,calor,135,5,5,1,698,698
11,245,chandelier,List1,chandel,104,5,5,1,942,942
11,245,dandify,List1,dand,117,5,5,1,714,714
11,245,dormitory,List1,dormit,109,5,6,0,1079,NA
11,245,amatory,List1,amat,106,5,5,1,595,595
11,245,alkalify,List1,alkal,133,5,5,1,879,879
11,245,revisory,List1,revis,130,5,5,1,696,696
11,245,fructify,List1,fruct,118,5,5,1,828,828
11,245,reindeer,List1,reind,121,5,5,1,598,598
11,245,brigadier,List1,brigad,102,5,5,1,594,594
11,245,cavalier,List1,caval,101,5,5,1,935,935
11,245,donatory,List1,donat,123,5,5,1,637,637
11,245,piscatory,List1,piscat,144,5,5,1,703,703
11,245,prettify,List1,prett,140,5,6,0,507,NA
11,245,sensify,List1,sens,119,5,5,1,600,600
11,245,senatory,List1,senat,131,5,5,1,751,751
11,245,damnatory,List1,damnat,143,5,5,1,722,722
11,245,domineer,List1,domin,112,5,5,1,606,606
11,245,refectory,List1,refect,129,5,6,0,530,NA
11,245,purgatory,List1,purgat,127,5,5,1,888,888
11,245,territory,List1,territ,111,5,5,1,677,677
11,245,carbineer,List1,carbin,122,5,6,0,942,NA
11,245,capacify,List1,capac,136,5,5,1,682,682
11,245,corporify,List1,corpor,115,5,5,1,575,575
11,245,daintify,List1,daint,116,5,6,0,787,NA
11,245,offertory,List1,offert,148,5,6,0,753,NA
11,245,arbory,List1,arb,107,5,5,1,1193,1193
11,245,ropier,List2,rop,138,5,5,1,843,843
11,245,terrify,List2,terr,140,5,5,1,958,958
11,245,parading,List2,parad,150,5,5,1,710,710
11,245,crating,List2,crat,115,5,5,1,639,639
11,245,clumsier,List2,clums,110,5,5,1,760,760
11,245,blaming,List2,blam,105,5,5,1,627,627
11,245,arising,List2,aris,104,5,5,1,531,531
11,245,gliding,List2,glid,143,5,5,1,684,684
11,245,nuttier,List2,nutt,134,5,6,0,524,NA
11,245,flimsier,List2,flims,126,5,5,1,662,662
11,245,comelier,List2,comel,111,5,5,1,607,607
11,245,peskier,List2,pesk,135,5,6,0,527,NA
11,245,droning,List2,dron,121,5,5,1,568,568
11,245,culpatory,List2,culpat,116,5,5,1,914,914
11,245,competing,List2,compet,113,5,5,1,818,818
11,245,dilatory,List2,dilat,118,5,5,1,638,638
11,245,clarify,List2,clar,109,5,5,1,614,614
11,245,felicify,List2,felic,125,5,5,1,743,743
11,245,hiking,List2,hik,146,5,5,1,874,874
11,245,comparing,List2,compar,112,5,5,1,517,517
11,245,lonelier,List2,lonel,131,5,5,1,1094,1094
11,245,dandify,List2,dand,117,5,5,1,687,687
11,245,stratify,List2,strat,139,5,6,0,759,NA
11,245,apprising,List2,appris,103,5,5,1,591,591
11,245,emptier,List2,empt,122,5,5,1,895,895
11,245,purifier,List2,purif,137,5,5,1,651,651
11,245,garaging,List2,garag,142,5,5,1,636,636
11,245,punitory,List2,punit,136,5,5,1,669,669
11,245,forging,List2,forg,128,5,5,1,757,757
11,245,impeding,List2,imped,147,5,6,0,678,NA
11,245,grating,List2,grat,145,5,5,1,758,758
11,245,amusing,List2,amus,102,5,5,1,583,583
11,245,gouging,List2,goug,144,5,5,1,583,583
11,245,territory,List2,territ,141,5,5,1,559,559
11,245,lopping,List2,lopp,148,5,5,1,648,648
11,245,hortatory,List2,hortat,130,5,5,1,681,681
11,245,conditory,List2,condit,114,5,5,1,553,553
11,245,merging,List2,merg,149,5,5,1,514,514
11,245,fumify,List2,fum,129,5,5,1,577,577
11,245,nippier,List2,nipp,133,5,5,1,563,563
11,245,capturing,List2,captur,107,5,5,1,556,556
11,245,forcing,List2,forc,127,5,5,1,597,597
11,245,dinkier,List2,dink,119,5,6,0,398,NA
11,245,certify,List2,cert,108,5,5,1,703,703
11,245,emulatory,List2,emulat,123,5,5,1,591,591
11,245,dizzier,List2,dizz,120,5,5,1,632,632
11,245,candify,List2,cand,106,5,5,1,681,681
11,245,monitory,List2,monit,132,5,5,1,882,882
11,245,amplifier,List2,amplif,101,5,5,1,674,674
11,246,dishevely,List2,disheve,167,5,5,1,954,954
11,246,writhen,List2,writh,160,5,6,0,490,NA
11,246,brackish,List1,brack,192,5,6,0,393,NA
11,246,harbor,List1,harb,196,5,,0,,NA
11,246,aspirator,List1,aspirat,161,5,,0,,NA
11,246,eternish,List1,etern,151,5,6,0,773,NA
11,246,tamper,List1,tamp,175,5,6,0,474,NA
11,246,women,List1,wom,199,5,6,0,798,NA
11,246,thunder,List1,thund,176,5,6,0,336,NA
11,246,semester,List1,semest,179,5,5,1,1006,1006
11,246,burden,List1,burd,168,5,6,0,759,NA
11,246,creator,List1,creat,165,5,6,0,390,NA
11,246,hamper,List1,hamp,180,5,,0,,NA
11,246,smoulder,List1,smould,173,5,5,1,837,837
11,246,lichen,List1,lich,198,5,5,1,662,662
11,246,guinness,List1,guin,152,5,5,1,594,594
11,246,cluster,List1,clust,183,5,6,0,651,NA
11,246,comply,List1,comp,188,5,5,1,836,836
11,246,spinster,List1,spinst,174,5,5,1,926,926
11,246,betroth,List1,betro,185,5,5,1,907,907
11,246,realtor,List1,realt,166,5,6,0,899,NA
11,246,grizzly,List1,grizz,155,5,5,1,752,752
11,246,snakish,List1,snak,193,5,5,1,1369,NA
11,246,sprawly,List1,spraw,191,5,5,1,871,871
11,246,spearmen,List1,spearm,169,5,5,1,893,893
11,246,skirmish,List1,skirm,159,5,6,0,719,NA
11,246,varnish,List1,varn,160,5,5,1,785,785
11,246,corridor,List1,corrid,164,5,6,0,707,NA
11,246,pamper,List1,pamp,178,5,6,0,725,NA
11,246,birth,List1,bir,186,5,5,1,689,689
11,246,jasper,List1,jasp,181,5,5,1,710,710
11,246,mirror,List1,mirr,197,5,5,1,605,605
11,246,belly,List1,bel,187,5,5,1,561,561
11,246,sprightly,List1,spright,156,5,6,0,822,NA
11,246,trouser,List1,trous,172,5,5,1,613,613
11,246,aviator,List1,aviat,162,5,5,1,571,571
11,246,clyster,List1,clyst,184,5,5,1,817,817
11,246,purply,List1,purp,189,5,5,1,570,570
11,246,monger,List1,mong,177,5,5,1,555,555
11,246,spindly,List1,spind,190,5,6,0,673,NA
11,246,condor,List1,cond,194,5,5,1,559,559
11,246,stamen,List1,stam,171,5,5,1,833,833
11,246,bachelor,List1,bachel,163,5,5,1,718,718
11,246,brambly,List1,bramb,154,5,5,1,722,722
11,246,tinder,List1,tind,200,5,5,1,772,772
11,246,spoken,List1,spok,170,5,5,1,681,681
11,246,flemish,List1,flem,158,5,6,0,674,NA
11,246,curator,List1,curat,195,5,6,0,942,NA
11,246,simply,List1,simp,153,5,5,1,715,715
11,246,dander,List1,dand,182,5,5,1,751,751
11,246,brinish,List1,brin,157,5,5,1,597,597
11,246,broiden,List1,broid,167,5,6,0,822,NA
11,246,recaptor,List2,recapt,193,5,5,1,828,828
11,246,spindly,List2,spind,172,5,5,1,686,686
11,246,redactor,List2,redact,194,5,5,1,782,782
11,246,baroness,List2,baro,177,5,5,1,657,657
11,246,emperor,List2,emper,189,5,5,1,601,601
11,246,tolerably,List2,tolerab,198,5,5,1,514,514
11,246,angrily,List2,angri,164,5,5,1,538,538
11,246,glibly,List2,glib,169,5,5,1,626,626
11,246,haziness,List2,hazi,180,5,5,1,515,515
11,246,volubly,List2,volub,199,5,5,1,589,589
11,246,worsen,List2,wors,159,5,5,1,615,615
11,246,devisor,List2,devis,188,5,5,1,785,785
11,246,vector,List2,vect,196,5,5,1,889,889
11,246,tremor,List2,trem,195,5,5,1,676,676
11,246,variably,List2,variab,176,5,5,1,805,805
11,246,advisor,List2,advis,182,5,5,1,510,510
11,246,stolen,List2,stol,158,5,5,1,535,535
11,246,blemish,List2,blem,161,5,5,1,624,624
11,246,alluminor,List2,allumin,183,5,5,1,648,648
11,246,author,List2,auth,184,5,5,1,561,561
11,246,guinness,List2,guin,179,5,5,1,537,537
11,246,humbly,List2,humb,170,5,5,1,586,586
11,246,suitably,List2,suitab,173,5,5,1,588,588
11,246,barmen,List2,barm,151,5,5,1,564,564
11,246,colly,List2,col,166,5,5,1,653,653
11,246,trembly,List2,tremb,175,5,5,1,936,936
11,246,broken,List2,brok,153,5,5,1,801,801
11,246,aviator,List2,aviat,185,5,6,0,953,NA
11,246,cursor,List2,curs,187,5,5,1,592,592
11,246,equably,List2,equab,168,5,5,1,889,889
11,246,accusor,List2,accus,181,5,5,1,609,609
11,246,wiggly,List2,wigg,200,5,5,1,570,570
11,246,bimonthly,List2,bimonth,165,5,5,1,755,755
11,246,terribly,List2,terrib,197,5,5,1,595,595
11,246,furbish,List2,furb,162,5,6,0,692,NA
11,246,guarantor,List2,guarant,190,5,5,1,1084,1084
11,246,gotten,List2,gott,155,5,5,1,565,565
11,246,skirmish,List2,skirm,163,5,6,0,565,NA
11,246,fifteen,List2,fifte,154,5,5,1,631,631
11,246,literator,List2,literat,191,5,5,1,688,688
11,246,kitchen,List2,kitch,157,5,5,1,737,737
11,246,treacly,List2,treac,174,5,5,1,578,578
11,246,happen,List2,happ,156,5,5,1,682,682
11,246,brazen,List2,braz,152,5,5,1,619,619
11,246,censor,List2,cens,186,5,5,1,597,597
11,246,paritor,List2,parit,192,5,5,1,742,742
11,246,deaconess,List2,deaco,178,5,5,1,703,703
11,246,rally,List2,ral,171,5,5,1,666,666
12,1,breadth,List2,bread,1,6,6,1,488,488
12,2,hearth,List2,hear,2,6,6,1,407,407
12,3,youth,List2,you,3,6,6,1,395,395
12,4,kindling,List1,kind,4,6,6,1,421,421
12,5,dumpling,List1,dump,5,6,6,1,591,591
12,6,random,List1,ran,6,6,6,1,617,617
12,7,dearth,List1,dear,7,6,6,1,521,521
12,8,career,List2,car,8,6,6,1,415,415
12,9,ratify,List2,rat,9,6,6,1,423,423
12,10,factory,List2,fact,10,6,6,1,484,484
12,11,pillory,List2,pill,11,6,6,1,488,488
12,12,hickory,List1,hick,12,6,6,1,554,554
12,13,auditory,List1,audit,13,6,6,1,801,801
12,14,testify,List1,test,14,6,6,1,455,455
12,15,seedling,List2,seed,15,6,6,1,382,382
12,16,warmth,List2,warm,16,6,6,1,387,387
12,17,fourth,List2,four,17,6,6,1,409,409
12,18,boyhood,List2,boy,18,6,6,1,409,409
12,19,eleventh,List2,eleven,19,6,6,1,492,492
12,20,sixth,List2,six,20,6,6,1,404,404
12,21,duckling,List2,duck,21,6,6,1,431,431
12,22,stardom,List2,star,22,6,6,1,630,630
12,23,manhood,List2,man,23,6,6,1,499,499
12,24,boredom,List1,bore,24,6,6,1,465,465
12,25,tenth,List1,ten,25,6,6,1,582,582
12,26,freedom,List1,free,26,6,6,1,606,606
12,27,kingdom,List1,king,27,6,6,1,417,417
12,28,sapling,List1,sap,28,6,6,1,590,590
12,29,earthling,List1,earth,29,6,6,1,441,441
12,30,growth,List1,grow,30,6,6,1,603,603
12,31,serfdom,List1,serf,31,6,6,1,693,693
12,32,health,List1,heal,32,6,6,1,379,379
12,33,cashier,List2,cash,33,6,6,1,489,489
12,34,solidify,List2,solid,34,6,6,1,647,647
12,35,fortify,List2,fort,35,6,6,1,720,720
12,36,profiteer,List2,profit,36,6,6,1,440,440
12,37,directory,List2,direct,37,6,6,1,535,535
12,38,armory,List2,arm,38,6,6,1,666,666
12,39,acidify,List2,acid,39,6,6,1,504,504
12,40,frontier,List2,front,40,6,6,1,477,477
12,41,humidify,List2,humid,41,6,6,1,541,541
12,42,classify,List1,class,42,6,6,1,426,426
12,43,hotelier,List1,hotel,43,6,6,1,525,525
12,44,marketeer,List1,market,44,6,6,1,446,446
12,45,justify,List1,just,45,6,6,1,515,515
12,46,courtier,List1,court,46,6,6,1,531,531
12,47,nullify,List1,null,47,6,6,1,597,597
12,48,racketeer,List1,racket,48,6,6,1,579,579
12,49,musketeer,List1,musket,49,6,6,1,698,698
12,50,clothier,List1,cloth,50,6,6,1,493,493
12,51,witness,List2,wit,51,6,6,1,585,585
12,52,imply,List1,imp,52,6,6,1,732,732
12,53,listen,List2,list,53,6,6,1,431,431
12,54,pastor,List2,past,54,6,6,1,507,507
12,55,banish,List2,ban,55,6,6,1,495,495
12,56,heathen,List2,heath,56,6,5,0,561,NA
12,57,mister,List2,mist,57,6,6,1,537,537
12,58,raptor,List2,rapt,58,6,6,1,550,550
12,59,flower,List1,flow,59,6,6,1,572,572
12,60,traitor,List1,trait,60,6,5,0,780,NA
12,61,limber,List1,limb,61,6,6,1,629,629
12,62,hunger,List1,hung,62,6,6,1,589,589
12,63,pollen,List1,poll,63,6,6,1,543,543
12,64,vanish,List1,van,64,6,6,1,1015,1015
12,65,helpless,List2,help,65,6,6,1,414,414
12,66,chiefly,List2,chief,66,6,6,1,495,495
12,67,strongly,List2,strong,67,6,6,1,430,430
12,68,deafness,List2,deaf,68,6,6,1,431,431
12,69,deadly,List2,dead,69,6,6,1,548,548
12,70,sickness,List2,sick,70,6,6,1,407,407
12,71,worthless,List2,worth,71,6,6,1,501,501
12,72,thankless,List2,thank,72,6,6,1,570,570
12,73,toothless,List2,tooth,73,6,6,1,471,471
12,74,weakness,List1,weak,74,6,6,1,464,464
12,75,greatly,List1,great,75,6,6,1,605,605
12,76,illness,List1,ill,76,6,6,1,448,448
12,77,calmness,List1,calm,77,6,6,1,662,662
12,78,deathlike,List1,death,78,6,5,0,500,NA
12,79,waiflike,List1,waif,79,6,6,1,902,902
12,80,highly,List1,high,80,6,6,1,521,521
12,81,stainless,List1,stain,81,6,6,1,506,506
12,82,warlike,List1,war,82,6,6,1,400,400
12,83,tractor,List2,tract,83,6,6,1,658,658
12,84,sculptor,List2,sculpt,84,6,6,1,475,475
12,85,selfish,List2,self,85,6,6,1,439,439
12,86,freshen,List2,fresh,86,6,6,1,494,494
12,87,debtor,List2,debt,87,6,6,1,666,666
12,88,prayer,List2,pray,88,6,6,1,410,410
12,89,professor,List2,profess,89,6,6,1,571,571
12,90,soften,List2,soft,90,6,6,1,426,426
12,91,fasten,List2,fast,91,6,6,1,438,438
12,92,drawer,List1,draw,92,6,6,1,549,549
12,93,greenish,List1,green,93,6,6,1,480,480
12,94,bookish,List1,book,94,6,6,1,487,487
12,95,drunken,List1,drunk,95,6,6,1,580,580
12,96,foolish,List1,fool,96,6,6,1,488,488
12,97,freakish,List1,freak,97,6,6,1,456,456
12,98,flaxen,List1,flax,98,6,6,1,687,687
12,99,hunter,List1,hunt,99,6,6,1,475,475
